model_key,model_name,volume,low_file,high_file,l1,mse,psnr,ssim
yz_3d,Y-Z 3-Adjacent U-Net,Test_010,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_010_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_010_HIGH.bin,0.016160162830352782,0.00111045902967453,29.544974600912013,0.826022493839264
yz_3d,Y-Z 3-Adjacent U-Net,Test_011,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_011_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_011_HIGH.bin,0.016879786682128906,0.0013274113833904267,28.769944623287135,0.8195567107200623
yz_3d,Y-Z 3-Adjacent U-Net,Test_012,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_012_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_012_HIGH.bin,0.017150674533843994,0.0014776316940784454,28.30433802180865,0.8107583498954773
yz_3d,Y-Z 3-Adjacent U-Net,Test_013,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_013_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_013_HIGH.bin,0.02333008451461792,0.003734281772375107,24.277929152110666,0.774354031085968
yz_3d,Y-Z 3-Adjacent U-Net,Test_014,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_014_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_014_HIGH.bin,0.017109750175476075,0.0016264516204595567,27.88758850476157,0.8145087146759034
yz_3d,Y-Z 3-Adjacent U-Net,Test_015,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_015_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_015_HIGH.bin,0.02131157503128052,0.004644407486915588,23.330696835167384,0.8022648334503174
yz_3d,Y-Z 3-Adjacent U-Net,Test_016,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_016_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_016_HIGH.bin,0.01916414465904236,0.002348130951821804,26.292776867822806,0.7929056358337402
yz_3d,Y-Z 3-Adjacent U-Net,Test_017,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_017_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_017_HIGH.bin,0.026084133052825927,0.008954842376708985,20.479420542066833,0.7807723879814148
yz_3d,Y-Z 3-Adjacent U-Net,Test_018,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_018_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_018_HIGH.bin,0.02259887490272522,0.00481154887676239,23.177150981894364,0.8013216352462769
yz_3d,Y-Z 3-Adjacent U-Net,Test_019,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_019_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_019_HIGH.bin,0.018044834089279174,0.0017926089584827424,27.465144375403984,0.8104179048538208
yz_3d,Y-Z 3-Adjacent U-Net,Test_020,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_020_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_020_HIGH.bin,0.01635947275161743,0.0014760616958141327,28.308954896730985,0.8302899265289306
yz_3d,Y-Z 3-Adjacent U-Net,Test_021,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_021_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_021_HIGH.bin,0.019038044166564943,0.0020057467341423035,26.97723906265007,0.8086703896522522
yz_3d,Y-Z 3-Adjacent U-Net,Test_022,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_022_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_022_HIGH.bin,0.014897576332092285,0.0011457132071256637,29.409240805801122,0.8418511223793029
yz_3d,Y-Z 3-Adjacent U-Net,Test_023,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_023_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_023_HIGH.bin,0.026881372213363647,0.008519170594215393,20.696026850325197,0.7728978729248047
yz_3d,Y-Z 3-Adjacent U-Net,Test_024,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_024_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_024_HIGH.bin,0.017788349819183348,0.0017526936233043672,27.562939933968412,0.8106201195716858
yz_3d,Y-Z 3-Adjacent U-Net,Test_025,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_025_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_025_HIGH.bin,0.01589611325263977,0.0013489967048168183,28.699891111743675,0.8326554918289184
yz_3d,Y-Z 3-Adjacent U-Net,Test_026,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_026_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_026_HIGH.bin,0.020469670915603637,0.002885820549726486,25.39730678331445,0.8012793755531311
yz_3d,Y-Z 3-Adjacent U-Net,Test_027,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_027_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_027_HIGH.bin,0.017698950481414795,0.0016661969125270843,27.78273674615644,0.8226029109954834
yz_3d,Y-Z 3-Adjacent U-Net,Test_028,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_028_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_028_HIGH.bin,0.022010351371765137,0.004109037542343139,23.862598907756123,0.7941146945953369
