epoch,train_l1_loss,epoch_time_seconds,peak_gpu_memory_gb,samples_this_epoch
1,0.05014832713283025,270.6655061999918,0.9317836761474609,4160
2,0.023292543762363494,237.8235776000074,0.775270938873291,4160
3,0.021178508462169423,230.3449593999976,0.775270938873291,4160
4,0.020787920489405785,217.5748112000001,0.775270938873291,4160
5,0.020550578082195268,248.5988733999984,0.775270938873291,4160
6,0.020389173512991805,309.3837005000096,0.770754337310791,4160
7,0.02033123544488962,331.431694400002,0.770754337310791,4160
8,0.020190691265564126,273.1791317000025,0.770754337310791,4160
9,0.020028791112753637,246.86389090000011,0.770754337310791,4160
10,0.019969964874550127,240.92986740000197,0.770754337310791,4160
11,0.01993181623805028,261.1670160999929,0.770754337310791,4160
12,0.019872850589812377,233.694496600001,0.770754337310791,4160
13,0.019606933905743064,238.4340399000066,0.770754337310791,4160
14,0.019599044636393396,242.02213810000103,0.770754337310791,4160
15,0.019502573077065443,238.55629100000078,0.770754337310791,4160
16,0.01941852689935611,258.06682200000796,0.770754337310791,4160
17,0.019389971533718593,250.97617590001028,0.770754337310791,4160
18,0.0193673051123579,244.2218409000052,0.770754337310791,4160
19,0.019278763019694733,243.02220639999723,0.770754337310791,4160
20,0.019365944602311804,241.9841771000065,0.770754337310791,4160
21,0.019433760141523985,254.48865079999086,0.770754337310791,4160
22,0.01925742386553723,243.0102091000008,0.770754337310791,4160
23,0.019245266917949685,244.23068120000244,0.770754337310791,4160
24,0.019268100749916185,244.97900160000427,0.770754337310791,4160
25,0.019135173211375683,271.16568910000206,0.770754337310791,4160
26,0.019254528236790348,278.3595200999989,0.770754337310791,4160
27,0.019283895405869073,246.03286619999562,0.770754337310791,4160
28,0.019173164769577294,249.66254630000913,0.770754337310791,4160
29,0.019196623857491293,240.10587189999933,0.770754337310791,4160
30,0.01913140185463887,253.36462940000638,0.770754337310791,4160
31,0.01912671648897231,249.0253154999955,0.770754337310791,4160
32,0.0190796257283252,242.85859489999712,0.770754337310791,4160
33,0.019186315398949844,274.1304112000071,0.770754337310791,4160
34,0.019076273819574944,273.3840868999978,0.770754337310791,4160
35,0.01906837513133024,254.8503985999996,0.770754337310791,4160
36,0.019111656734290033,258.2698112999933,0.770754337310791,4160
37,0.019122572952451615,254.03664849999768,0.770754337310791,4160
38,0.01896936300282295,241.06641949999903,0.770754337310791,4160
39,0.018971283425791907,245.91799059999175,0.770754337310791,4160
40,0.019013605659039548,241.85068439999304,0.770754337310791,4160
41,0.019014781161856193,284.74691339999845,0.770754337310791,4160
42,0.01901991503098263,257.13350160000846,0.770754337310791,4160
43,0.018949980560976725,250.55057469999883,0.770754337310791,4160
44,0.01890351871171823,242.28683439998713,0.770754337310791,4160
45,0.018922721823820703,244.11671149999893,0.770754337310791,4160
46,0.018952656796990108,243.54290949999995,0.770754337310791,4160
47,0.01890501286655378,295.89088659999834,0.770754337310791,4160
48,0.018909886164160877,272.66541329999745,0.770754337310791,4160
49,0.018907999127315216,321.7849935999984,0.770754337310791,4160
50,0.018880222886442567,263.9417794000037,0.770754337310791,4160
