epoch,train_l1_loss,epoch_time_seconds,peak_gpu_memory_gb,samples_this_epoch
1,0.03492189445532858,255.62976500000514,1.044560432434082,4160
2,0.021658131326190554,242.83212379999168,1.0314960479736328,4160
3,0.02037808109397212,280.47114839999995,1.0314960479736328,4160
4,0.020105299692099485,232.75265619999846,1.0314960479736328,4160
5,0.02002329278486566,228.80204270000104,1.0314960479736328,4160
6,0.019690128122098173,233.089072200004,1.0253381729125977,4160
7,0.019686668237241415,230.05899949999002,1.0253381729125977,4160
8,0.0194638565236416,276.35264900000766,1.0253381729125977,4160
9,0.019506716303742278,242.06002509999962,1.0253381729125977,4160
10,0.0193880327225018,248.13882960000774,1.0253381729125977,4160
11,0.019396187021182135,236.94611600000644,1.0253381729125977,4160
12,0.019306398818914133,247.76215359999333,1.0253381729125977,4160
13,0.019202975896545328,241.74869890000264,1.0253381729125977,4160
14,0.01928591803790858,261.7812993999978,1.0253381729125977,4160
15,0.019208754264176467,244.4202559999976,1.0253381729125977,4160
16,0.01917448969414601,246.23151810000127,1.0253381729125977,4160
17,0.019094091512334464,241.36865300001227,1.0253381729125977,4160
18,0.019180735877643414,250.04024699999718,1.0253381729125977,4160
19,0.019081833528784606,259.56426280000596,1.0253381729125977,4160
20,0.019166555128490123,246.40759790000448,1.0253381729125977,4160
21,0.01917897545410177,250.61441869998816,1.0253381729125977,4160
22,0.019079169609512274,243.38083540000662,1.0253381729125977,4160
23,0.0190747980064211,272.76860260000103,1.0253381729125977,4160
24,0.01909379744364952,252.17648439999903,1.0253381729125977,4160
25,0.018955186030899105,243.48817979999876,1.0253381729125977,4160
26,0.019059478665272203,249.79707390000112,1.0253381729125977,4160
27,0.019078697393146847,271.0226773000031,1.0253381729125977,4160
28,0.018984281961232998,247.9667180999968,1.0253381729125977,4160
29,0.01905057458386112,247.2881214999943,1.0253381729125977,4160
30,0.018950642627448992,247.03082339999673,1.0253381729125977,4160
31,0.018982577891662144,257.8499765999877,1.0253381729125977,4160
32,0.018915089680096853,246.82873629999813,1.0253381729125977,4160
33,0.01902146630275708,255.41854339999554,1.0253381729125977,4160
34,0.018999690575023685,261.94514369999524,1.0253381729125977,4160
35,0.01892315811262681,252.62558150000405,1.0253381729125977,4160
36,0.018978588906331705,257.7880138000037,1.0253381729125977,4160
37,0.018968062301596197,280.7286611000018,1.0253381729125977,4160
38,0.018847668810317724,298.33875270000135,1.0253381729125977,4160
39,0.018845382440262116,293.63730940000096,1.0253381729125977,4160
40,0.018864229280286686,262.66412420000415,1.0253381729125977,4160
41,0.018877788409232522,270.9863946999976,1.0253381729125977,4160
42,0.01887206823493426,300.5464831999998,1.0253381729125977,4160
43,0.018810389703139665,250.45012470000074,1.0253381729125977,4160
44,0.018757126577055225,246.2745738000085,1.0253381729125977,4160
45,0.018804807636815198,278.0572026000009,1.0253381729125977,4160
46,0.018794788977202888,260.57651289999194,1.0253381729125977,4160
47,0.018762049686092026,255.27212669998698,1.0253381729125977,4160
48,0.018757254709131442,248.90292930000578,1.0253381729125977,4160
49,0.018769789402946258,317.6398199999967,1.0253381729125977,4160
50,0.01871481757037915,251.36571620000177,1.0253381729125977,4160
