split,quality,file_name,raw_min,raw_max,raw_mean,raw_std,raw_median,raw_p90,raw_p95,raw_p99,raw_p99_5,raw_p99_9,zero_ratio,norm_min,norm_max,norm_mean,norm_std,norm_median,norm_p95,norm_p99,norm_p99_9
Train,HIGH,Train_028_HIGH.bin,0.0,15077.0,187.54714965820312,375.5120544433594,99.0,281.0,664.0,1982.0,2633.0,4294.0,0.013603564453125,0.0,1.0,0.012439301237463951,0.02490629255771637,0.006566293071955442,0.04404059052467346,0.13145850598812103,0.28480467200279236
Train,LOW,Train_029_LOW.bin,0.0,1611.0,88.17493438720703,47.052459716796875,82.0,139.0,160.0,233.0,297.0,490.0,0.013603564453125,0.0,1.0,0.05473308265209198,0.029207009822130203,0.050900060683488846,0.09931719303131104,0.14463067054748535,0.30415889620780945
Train,HIGH,Train_029_HIGH.bin,0.0,12687.0,136.94522094726562,215.5375213623047,89.0,219.0,392.0,1110.0,1523.0,2609.0,0.013603662109375,0.0,1.0,0.010794145055115223,0.016988851130008698,0.007015054579824209,0.030897770076990128,0.08749113231897354,0.20564357936382294
Train,LOW,Train_030_LOW.bin,0.0,1443.0,86.31014251708984,44.94088363647461,80.0,136.0,157.0,229.0,288.0,441.0,0.013603564453125,0.0,1.0,0.05981302633881569,0.031144075095653534,0.05544005706906319,0.10880111157894135,0.15869715809822083,0.30561330914497375
Train,HIGH,Train_030_HIGH.bin,0.0,9118.0,158.19891357421875,255.0265350341797,97.0,267.0,495.0,1367.0,1827.0,2879.0,0.013603515625,0.0,1.0,0.017350202426314354,0.02796957641839981,0.010638297535479069,0.054288219660520554,0.14992323517799377,0.31574907898902893
Train,LOW,Train_031_LOW.bin,0.0,997.0,79.10009765625,37.28524398803711,75.0,125.0,142.0,184.0,208.0,316.0,0.013603564453125,0.0,1.0,0.07933810353279114,0.037397418171167374,0.07522567361593246,0.14242728054523468,0.18455366790294647,0.31695085763931274
Train,HIGH,Train_031_HIGH.bin,0.0,21576.0,138.04518127441406,181.54763793945312,97.0,230.0,378.0,931.0,1269.0,2159.0,0.013603515625,0.0,1.0,0.006398099008947611,0.008414331823587418,0.004495736211538315,0.01751946657896042,0.04314979538321495,0.10006488859653473
Train,LOW,Train_032_LOW.bin,0.0,2374.0,90.35138702392578,52.45433807373047,83.0,143.0,167.0,256.0,334.0,588.0,0.013603564453125,0.0,1.0,0.03805870562791824,0.02209535799920559,0.034962087869644165,0.07034540921449661,0.10783487558364868,0.24768324196338654
Train,HIGH,Train_032_HIGH.bin,0.0,36923.0,163.4851531982422,320.1906433105469,95.0,250.0,479.0,1602.0,2256.0,4032.0,0.013603564453125,0.0,1.0,0.004427739419043064,0.008671848103404045,0.00257292203605175,0.012972943484783173,0.04338759183883667,0.10920022428035736
Train,LOW,Train_033_LOW.bin,0.0,1913.0,83.32230377197266,37.82358169555664,79.0,132.0,149.0,190.0,209.0,275.0,0.0136037109375,0.0,1.0,0.04355587065219879,0.019771892577409744,0.04129639267921448,0.0778881311416626,0.0993204414844513,0.1437532603740692
Train,HIGH,Train_033_HIGH.bin,0.0,12445.0,124.30462646484375,171.1608123779297,89.0,191.0,313.0,896.0,1221.0,2074.0,0.013603515625,0.0,1.0,0.009988297708332539,0.013753381557762623,0.007151466328650713,0.025150662288069725,0.0719967857003212,0.16665327548980713
Train,LOW,Train_034_LOW.bin,0.0,4434.0,87.13351440429688,52.800106048583984,79.0,139.0,165.0,263.0,335.0,550.0,0.0136037109375,0.0,1.0,0.019651232287287712,0.011908009648323059,0.017816869542002678,0.03721245005726814,0.059314388781785965,0.12404149770736694
Train,HIGH,Train_034_HIGH.bin,0.0,30523.0,183.10084533691406,412.795654296875,96.0,257.0,626.0,1989.0,2730.0,4773.0,0.01360361328125,0.0,1.0,0.005998780485242605,0.013524084351956844,0.003145169233903289,0.02050912380218506,0.0651639774441719,0.15637388825416565
Train,LOW,Train_035_LOW.bin,0.0,3164.0,86.12938690185547,41.23619079589844,81.0,136.0,155.0,205.0,236.0,358.0,0.013603515625,0.0,1.0,0.027221698313951492,0.013032931834459305,0.025600505992770195,0.048988621681928635,0.06479140371084213,0.11314791440963745
Train,HIGH,Train_035_HIGH.bin,0.0,10871.0,139.5449676513672,196.0928497314453,96.0,225.0,378.0,1016.0,1394.0,2368.0,0.01360361328125,0.0,1.0,0.01283640880137682,0.018038151785731316,0.008830834180116653,0.03477140888571739,0.09345966577529907,0.21782724559307098
Train,LOW,Train_036_LOW.bin,0.0,1920.0,84.44717407226562,40.30809020996094,80.0,134.0,154.0,200.0,224.0,314.0,0.013603662109375,0.0,1.0,0.0439828597009182,0.020993778482079506,0.0416666679084301,0.08020833134651184,0.1041666641831398,0.16354165971279144
Train,HIGH,Train_036_HIGH.bin,0.0,30753.0,129.69171142578125,197.60153198242188,94.0,194.0,302.0,907.0,1305.0,2672.0,0.013603564453125,0.0,1.0,0.004217204637825489,0.006425436120480299,0.003056612331420183,0.009820180013775826,0.02949305810034275,0.08688583225011826
Train,LOW,Train_037_LOW.bin,0.0,2569.0,88.74008178710938,44.55338668823242,83.0,141.0,164.0,226.0,263.0,389.0,0.0136037109375,0.0,1.0,0.03454265743494034,0.017342697829008102,0.032308291643857956,0.06383807212114334,0.08797197043895721,0.15142078697681427
Train,HIGH,Train_037_HIGH.bin,0.0,40327.0,145.33612060546875,201.9718017578125,97.0,242.0,429.0,1069.0,1360.0,2137.0,0.013603515625,0.0,1.0,0.003603948513045907,0.00500835245475173,0.002405336359515786,0.010638033971190453,0.02650829404592514,0.05299179255962372
Train,LOW,Train_038_LOW.bin,0.0,3250.0,86.16873931884766,42.60327911376953,81.0,136.0,156.0,215.0,257.0,388.0,0.013603515625,0.0,1.0,0.026513459160923958,0.013108697719871998,0.02492307685315609,0.04800000041723251,0.06615384668111801,0.11938461661338806
Train,HIGH,Train_038_HIGH.bin,0.0,11713.0,146.9586181640625,224.3201904296875,93.0,250.0,449.0,1194.0,1575.0,2540.0,0.013603564453125,0.0,1.0,0.012546610087156296,0.01915139891207218,0.007939895614981651,0.0383334755897522,0.10193801671266556,0.216853067278862
