split,low_file,high_file,low_raw_min,low_raw_max,low_raw_mean,low_raw_p99,high_raw_min,high_raw_max,high_raw_mean,high_raw_p99,max_ratio_high_over_low,mean_ratio_high_over_low,p99_ratio_high_over_low,low_norm_mean,high_norm_mean,raw_pearson_correlation,norm_pearson_correlation,normalized_mae,normalized_rmse
Train,Train_055_LOW.bin,Train_055_HIGH.bin,0.0,1545.0,85.130615234375,204.0,0.0,14842.0,139.49253845214844,1165.0,9.606472491847208,1.6385707779947638,5.71078431344555,0.05510081350803375,0.009398496709764004,0.37068215548187755,0.3706821554682803,0.04638075456023216,0.052387651056051254
Train,Train_056_LOW.bin,Train_056_HIGH.bin,0.0,3299.0,83.16703796386719,194.0,0.0,18578.0,139.4341583251953,1169.0,5.631403455575534,1.6765555407781678,6.025773195565682,0.025209767743945122,0.007505346089601517,0.2756407059576908,0.27564070587086464,0.01946050487458706,0.022858044132590294
Train,Train_057_LOW.bin,Train_057_HIGH.bin,0.0,1077.0,81.3620834350586,198.0,0.0,13284.0,130.75160217285156,943.0,12.334261838325588,1.6070336038179782,4.762626262385726,0.0755450576543808,0.009842799045145512,0.3142355277400646,0.31423552772945607,0.06600075960159302,0.07447520643472672
Train,Train_058_LOW.bin,Train_058_HIGH.bin,0.0,5809.0,84.80572509765625,195.0,0.0,26828.0,125.97055053710938,908.0,4.618350834903394,1.4854014911988151,4.6564102561714655,0.014599030837416649,0.004695490002632141,0.25588688157015077,0.25588688169236296,0.010814464651048183,0.012783564627170563
Train,Train_059_LOW.bin,Train_059_HIGH.bin,0.0,1551.0,88.284912109375,260.0,0.0,17048.0,181.0369415283203,1904.0,10.99161831069638,2.050598875644007,7.323076922795266,0.056921184062957764,0.010619256645441055,0.5255626020354439,0.5255626005328036,0.047170497477054596,0.05397513508796692
Train,Train_060_LOW.bin,Train_060_HIGH.bin,0.0,10125.0,83.82669067382812,199.0,0.0,38614.0,128.9031524658203,975.0,3.8137283950579612,1.5377340011191492,4.89949748719098,0.008279173634946346,0.003338254988193512,0.28631406009923355,0.28631406073669347,0.005956349894404411,0.007827850058674812
Train,Train_061_LOW.bin,Train_061_HIGH.bin,0.0,8937.0,83.63566589355469,208.0,0.0,33265.0,146.85891723632812,1123.0,3.7221662750322007,1.7559364853468133,5.399038461278892,0.009358375333249569,0.004414819180965424,0.45517292557993194,0.45517292496074085,0.006330619566142559,0.00797776784747839
Train,Train_062_LOW.bin,Train_062_HIGH.bin,0.0,1181.0,83.58615112304688,191.0,0.0,9926.0,113.63081359863281,785.0,8.40474174421334,1.359445459066094,4.109947643763877,0.07077573984861374,0.011447800323367119,0.16153803711459278,0.1615380369879548,0.06034553796052933,0.06823679059743881
Train,Train_063_LOW.bin,Train_063_HIGH.bin,0.0,1982.0,79.25001525878906,185.0,0.0,11101.0,132.26715087890625,1038.0,5.6009081735338,1.6689858094071166,5.610810810507523,0.03998493775725365,0.01191489864140749,0.20387805622457497,0.20387805650246613,0.030791962519288063,0.03633829206228256
Train,Train_064_LOW.bin,Train_064_HIGH.bin,0.0,2305.0,86.90061950683594,250.0,0.0,20668.0,180.7134552001953,1891.0,8.966594360047868,2.079541621279055,7.563999999697439,0.03770092502236366,0.008743629790842533,0.5001116321459789,0.5001116320968124,0.030204162001609802,0.03474791720509529
Train,Train_065_LOW.bin,Train_065_HIGH.bin,0.0,1072.0,80.67980194091797,184.0,0.0,11630.0,127.7749252319336,900.0,10.848880596913725,1.5837287913729168,4.891304347560255,0.07526105642318726,0.010986674576997757,0.20253984917696605,0.20253984900845887,0.06484764069318771,0.07284461706876755
Train,Train_066_LOW.bin,Train_066_HIGH.bin,0.0,6984.0,83.44168090820312,227.0,0.0,38123.0,181.0001220703125,1911.0,5.458619702168588,2.1691811583678997,8.418502202272313,0.011947553604841232,0.004747801460325718,0.5186721084104925,0.5186721085248052,0.009036186151206493,0.011380082927644253
Train,Train_067_LOW.bin,Train_067_HIGH.bin,0.0,1341.0,82.52823638916016,196.0,0.0,9445.0,129.6190643310547,927.0,7.04325130494375,1.5706026202248247,4.7295918364933875,0.06154228001832962,0.013723562471568584,0.3098552671436122,0.30985526710611283,0.04921336472034454,0.05640095844864845
Train,Train_068_LOW.bin,Train_068_HIGH.bin,0.0,1894.0,83.96223449707031,206.0,0.0,9413.0,140.3340301513672,1036.0,4.969904963014943,1.6713946570770448,5.029126213348101,0.04433060809969902,0.014908558689057827,0.3966705443917843,0.3966705442786177,0.03213249891996384,0.03767604008316994
Train,Train_069_LOW.bin,Train_069_HIGH.bin,0.0,7725.0,87.58012390136719,219.0,0.0,35217.0,125.23637390136719,873.0,4.558834951450409,1.4299634244421586,3.986301369680991,0.011337246745824814,0.003556131850928068,0.35892097749813057,0.3589209771421473,0.008383462205529213,0.009980153292417526
Train,Train_070_LOW.bin,Train_070_HIGH.bin,0.0,2006.0,85.6184310913086,237.0,0.0,30626.0,155.0691375732422,1306.0,15.267198404709536,1.8111653715045957,5.510548522974238,0.042681265622377396,0.005063311196863651,0.4643878628829044,0.4643878628791599,0.03775519132614136,0.04318777099251747
Train,Train_071_LOW.bin,Train_071_HIGH.bin,0.0,2396.0,87.01667022705078,224.0,0.0,19991.0,150.72666931152344,1160.0,8.343489148546146,1.7321585496309375,5.178571428340242,0.03631748631596565,0.007539727725088596,0.4960088401615843,0.496008840231636,0.029276525601744652,0.033546723425388336
