model_key,model_name,volume,low_file,high_file,l1,mse,psnr,ssim
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_000,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_000_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_000_HIGH.bin,0.017401821422576905,0.002054013180732727,26.873967738345907,0.8234091877937317
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_001,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_001_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_001_HIGH.bin,0.021886783075332643,0.0031561254143714903,25.008457476402768,0.7954285717010499
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_002,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_002_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_002_HIGH.bin,0.022606214809417723,0.0030771769762039185,25.118475256639655,0.7945309758186341
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_003,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_003_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_003_HIGH.bin,0.01844593563079834,0.0021896597921848295,26.59623356326199,0.8139059662818908
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_004,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_004_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_004_HIGH.bin,0.016070419454574585,0.0010900575071573256,29.62550589782044,0.8264889430999756
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_005,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_005_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_005_HIGH.bin,0.01437142424583435,0.0007374999180436134,31.32238023611777,0.8393319869041442
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_006,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_006_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_006_HIGH.bin,0.02263980803489685,0.005383949089050293,22.68899055479671,0.7966593146324158
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_007,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_007_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_007_HIGH.bin,0.015507422971725464,0.0010594558984041214,29.74917116799687,0.8343576240539551
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_008,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_008_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_008_HIGH.bin,0.016512905645370484,0.0012538902312517167,29.01740481087652,0.8236847424507141
residual_edge_wavelet_multistage,Residual + Edge + Wavelet + Multi-Stage U-Net,Test_009,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\3d_Test\LOW\Test_009_LOW.bin,D:\University\4-1.5\BOA_lab\Week2_260706_0712\PAM_Image_Enhancement\data\norm_Test\HIGH\Test_009_HIGH.bin,0.016529594469070433,0.0015542728304862976,28.08472744624824,0.8358527493476867
