volume,model_key,model_name,l1,mse,psnr,ssim,model_composite_loss
Test_005,vanilla_unet,Vanilla U-Net,0.09254546961467713,0.026871190406007547,15.707130936967623,0.4688834846019745,0.04666252971630245
Test_005,intensity_loss_residual,Intensity-Loss Residual U-Net,0.0777533683333546,0.018112292817203654,17.420265692977086,0.5390217900276184,0.06381735723050441
Test_005,attention_unet,Attention U-Net,0.07777492435332388,0.020696874577775606,16.84095232132796,0.5051864981651306,0.05077695934562817
Test_005,gan,GAN Generator,0.16053505603875964,0.059825071732328004,12.231167719801238,0.12845999002456665,0.25948877430218437
Test_005,diffusion,"Conditional DDIM (25-step, eta=0)",0.4694540218258277,0.25069779749925225,6.008494815109615,0.1255999207496643,0.4035976324452742
